tipo;codigo_ies;nombre_ies;tipo_institucion_i;tipo_institucion_ii;tipo_institucion_iii;año;variable;subvariable;valor
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Lagos;NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Aysén;NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Magallanes y la Antártica;NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Sin información;NA
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por nacionalidad;Chileno;1,15200000000000e+03
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por nacionalidad;Extranjero;9,20000000000000e+01
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio general de la institución;1,85208601286173e+01
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio de la institución Mujeres;1,91734133790737e+01
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio de la institución Hombres;1,79453101361573e+01
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por rango de horas contratadas;Menos de 11;6,04000000000000e+02
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por rango de horas contratadas;Entre 11 y menos de 23;1,63000000000000e+02
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por rango de horas contratadas;Entre 23 y menos de 39;2,49000000000000e+02
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por rango de horas contratadas;Entre 39 y más;2,28000000000000e+02
Total;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por rango de horas contratadas;Sin información;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por Institución;Total Mujeres;2,54047727272727e+02
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por Institución;Total Hombres;2,69587499999999e+02
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por Institución;Total General;5,23635227272725e+02
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;Promedio de Edad ponderado por JCE;Promedio de Edad Mujer;4,35312620212736e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;Promedio de Edad ponderado por JCE;Promedio de Edad Hombre;4,71151633176949e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;Promedio de Edad ponderado por JCE;Promedio de Edad por Institución;4,53763918758506e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° JCE por rango edad mujer;Menos de 35;4,30272727272727e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° JCE por rango edad mujer;Entre 35 y 44;1,03986363636364e+02
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° JCE por rango edad mujer;Entre 45 y 54;6,69090909090909e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° JCE por rango edad mujer;Entre 55 y 64;3,36613636363636e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° JCE por rango edad mujer;Entre 65 y mas;6,46363636363636e+00
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° JCE por rango edad mujer;Sin información;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° JCE por rango edad hombre;Menos de 35;3,42806818181818e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° JCE por rango edad hombre;Entre 35 y 44;8,26568181818183e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° JCE por rango edad hombre;Entre 45 y 54;8,78818181818182e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° JCE por rango edad hombre;Entre 55 y 64;4,17727272727273e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° JCE por rango edad hombre;Entre 65 y mas;2,29954545454545e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° JCE por rango edad hombre;Sin información;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE de la institución que trabajan en 1 o más instituciones;En 1 institución;4,11497727272726e+02
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE de la institución que trabajan en 1 o más instituciones;En 2 instituciones;8,89215909090910e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE de la institución que trabajan en 1 o más instituciones;En 3 o mas instituciones;2,32159090909091e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por nivel de formación;Doctor;1,17784090909091e+02
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por nivel de formación;Magister;2,50892045454545e+02
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por nivel de formación;Esp. Med./Odontológica;6,16159090909091e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por nivel de formación;Título Profesional;7,80090909090911e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por nivel de formación;Licenciatura;1,31181818181818e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por nivel de formación;Técnico de Nivel Superior;2,21590909090909e+00
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por nivel de formación;Técnico de Nivel Medio;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por nivel de formación;Licencia de Enseñanza Media;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por nivel de formación;Sin Título ni Grado;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por nivel de formación;Sin información;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Arica y Parinacota;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región  de Tarapacá;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Antofagasta;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Atacama;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Coquimbo;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Valparaíso;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región Metropolitana;5,23635227272725e+02
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de O'Higgins;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Maule;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Ñuble;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Biobío;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de la Araucanía;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Ríos;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Lagos;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Aysén;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Magallanes y la Artártica;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de académicos por región en que se desempeña (orden geográfico);Sin información;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por nacionalidad;Chileno;4,86012499999997e+02
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por nacionalidad;Extranjero;3,76227272727273e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por rango de horas contratadas;Menos de 11;7,95181818181821e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por rango de horas contratadas;Entre 11 y menos de 23;5,58750000000000e+01
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por rango de horas contratadas;Entre 23 y menos de 39;1,50346590909091e+02
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;2024;N° de JCE por rango de horas contratadas;Entre 39 y más;2,37895454545454e+02
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por insitución;Total Mujeres;1,20400000000000e+03
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por insitución;Total Hombres;1,51900000000000e+03
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° de académicos por insitución;Total General;2,72300000000000e+03
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Promedio de edad de los acádemicos;Promedio Edad Mujeres;4,41519933554817e+01
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Promedio de edad de los acádemicos;Promedio Edad Hombres;4,55411454904542e+01
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Promedio de edad de los acádemicos;Promedio Edad por institución;4,49269188395152e+01
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Menos de 35;2,21000000000000e+02
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Entre 35 y 44;4,60000000000000e+02
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Entre 45 y 54;3,08000000000000e+02
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Entre 55 64;1,59000000000000e+02
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Entre 65 y mas;5,60000000000000e+01
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° acádemicos por rango de edad - Mujeres;Sin información;NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° académicos por rango de edad - Hombres;Menos de 35;2,77000000000000e+02
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° académicos por rango de edad - Hombres;Entre 35 y 44;5,61000000000000e+02
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° académicos por rango de edad - Hombres;Entre 45 y 54;3,27000000000000e+02
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° académicos por rango de edad - Hombres;Entre 55 y 64;2,28000000000000e+02
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° académicos por rango de edad - Hombres;Entre 65 y más;1,26000000000000e+02
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;N° académicos por rango de edad - Hombres;Sin información;NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 1 institución;2,00100000000000e+03
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 2 instituciones;5,79000000000000e+02
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 3 o más instituciones;1,43000000000000e+02
